study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,end_to_end_s,ttft_s,slo_qualified,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DCJXX,False,SUCCEEDED,eos,93,4,4.471003885,4.403590745,False,0.647584808,ABLATION_SLICE,1,False,1,826,826,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DGYXJ,False,SUCCEEDED,eos,116,5,5.641768472,5.552622812,False,0.811972829,ABLATION_SLICE,4,False,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DXEOM,False,SUCCEEDED,eos,108,4,6.57194716,6.511457867,False,0.742475293,ABLATION_SLICE,3,False,3,1000,869,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DODOT,False,SUCCEEDED,eos,91,4,7.487069284,7.433672903,False,0.635604035,ABLATION_SLICE,1,False,1,391,391,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DZDNN,False,SUCCEEDED,eos,117,5,8.667815966,8.580590017,False,0.812756035,ABLATION_SLICE,4,False,4,956,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DXIWW,False,SUCCEEDED,eos,109,4,9.602238407,9.554850732,False,0.746833418,ABLATION_SLICE,3,False,3,913,782,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DZFUP,False,SUCCEEDED,eos,93,4,10.514335024,10.460622185,False,0.648305608,ABLATION_SLICE,1,False,1,217,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDQBN,False,SUCCEEDED,eos,115,4,11.638140694,11.584245084,False,0.778242786,ABLATION_SLICE,4,False,4,1000,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,109,4,12.597334025,12.536549182,False,0.741760553,ABLATION_SLICE,3,False,3,695,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DPOZN,False,SUCCEEDED,eos,92,4,13.492318736,13.431523213,False,0.638356525,ABLATION_SLICE,1,False,1,652,652,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DZIZZ,False,SUCCEEDED,eos,117,5,14.665602278,14.579689761,False,0.811764442,ABLATION_SLICE,4,False,4,695,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DDZDC,False,SUCCEEDED,eos,107,4,15.607366523,15.552617436,False,0.732288556,ABLATION_SLICE,3,False,3,1000,652,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DVEDN,False,SUCCEEDED,eos,94,4,16.520210089,16.459557232,False,0.650036157,ABLATION_SLICE,1,False,1,347,347,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DGGQF,False,SUCCEEDED,eos,118,5,17.686662367,17.593358503,False,0.820007443,ABLATION_SLICE,4,False,4,739,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DAPWW,False,SUCCEEDED,eos,107,4,18.610859459,18.548723243,False,0.734488298,ABLATION_SLICE,3,False,3,869,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DFJPT,False,SUCCEEDED,eos,92,4,19.515525336,19.455408716,False,0.638797375,ABLATION_SLICE,1,False,1,608,608,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNZO,False,SUCCEEDED,eos,114,4,20.648084185,20.581651428,False,0.772009713,ABLATION_SLICE,4,False,4,869,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRWAF,False,SUCCEEDED,eos,108,4,21.615709749,21.549658262,False,0.736556163,ABLATION_SLICE,3,False,3,956,347,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DOGRT,False,SUCCEEDED,eos,92,4,22.526617485,22.465704114,False,0.639052028,ABLATION_SLICE,1,False,1,739,739,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,116,4,23.658851941,23.596575234,False,0.782691419,ABLATION_SLICE,4,False,4,695,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DCIVH,False,SUCCEEDED,eos,108,4,24.629989547,24.56067486,False,0.742375136,ABLATION_SLICE,3,False,3,1000,565,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DDRVJ,False,SUCCEEDED,eos,93,4,25.535783011,25.471480196,False,0.644847998,ABLATION_SLICE,1,False,1,869,869,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DFNFV DECNW,False,SUCCEEDED,eos,114,7,26.726860748,26.584623595,False,0.84400804,ABLATION_SLICE,4,False,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,112,4,27.663844853,27.601535405,False,0.759551001,ABLATION_SLICE,3,False,3,913,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DCWKC,False,SUCCEEDED,eos,92,4,28.548777478,28.478573958,False,0.642966668,ABLATION_SLICE,1,False,1,956,956,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,117,5,29.713822789,29.623754032,False,0.816469352,ABLATION_SLICE,4,False,4,869,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DAAMB,False,SUCCEEDED,eos,106,3,30.604014415,30.56520298,False,0.703709012,ABLATION_SLICE,3,False,3,956,478,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DQGIE,False,SUCCEEDED,eos,94,5,31.5714846,31.496840331,False,0.673870155,ABLATION_SLICE,1,False,1,478,478,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-ecd6824ae5a5461c9eb7bb1a53e5c13f,1,candidate,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,117,5,32.715848968,32.638830223,False,0.812415063,ABLATION_SLICE,4,False,4,869,434,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r000,686c72b932d068ffca86f46b70fb984455c0bea324faf3926ca3966b3f98cafb,record-lookup,CFPTC,CFPTC,True,SUCCEEDED,eos,92,4,1.505090934,1.449657666,True,0.637441158,CERTIFIED_SLICE,1,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r001,e447aacf1a467be33fcab6062dae2ef94c132ff36e7ad092b177860d62938b81,reference-chain,CETTV,CFIGJ,False,SUCCEEDED,eos,112,4,2.658126441,2.596896838,False,0.753048878,CERTIFIED_SLICE,4,True,4,1000,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r002,ef33eb224e0fe9df114cec59498d01e4e629cd1699349b5c90e321d66013ade1,record-updates,CZMLN,CICFN,False,SUCCEEDED,eos,108,4,3.665806238,3.613121098,False,0.733632554,CERTIFIED_SLICE,3,True,3,695,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r003,8028bc5c9fd984107d9390362c049f3d5960fdf022db4500944aeb95dc95278f,record-lookup,CAMYD,CAMYD,True,SUCCEEDED,eos,92,4,4.574850705,4.513933733,True,0.636129559,CERTIFIED_SLICE,1,True,1,0,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r004,75af142bd4044d73c2fa3b4f75f2dfbc8ab2e53b62ef45ac0758d3b539772fd5,reference-chain,CHUKX,CVFQT,False,SUCCEEDED,eos,115,4,5.719232395,5.666144056,False,0.775613074,CERTIFIED_SLICE,4,True,4,1000,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r005,42eaccdba95e8ada6dcbdbeb14edfbc4e8578fb4db24bf43cdd425951e58d53b,record-updates,CAHTG,CAHTG,True,SUCCEEDED,eos,106,4,6.666862802,6.600025003,True,0.720505611,CERTIFIED_SLICE,3,True,3,913,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r006,c6c1c589317c98d9354760566ee25fbdd90eea8c303beeb0ca0c7904e9898749,record-lookup,CVNPU,CVNPU,True,SUCCEEDED,eos,92,4,7.580429667,7.519929379,True,0.641415636,CERTIFIED_SLICE,1,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r007,cc2d78cda675913a76f55a5fa0f3bc210380386abca9178c4462309182c6c2ab,reference-chain,COJSY,CTXOI,False,SUCCEEDED,eos,117,4,8.734548898,8.671603175,False,0.783356478,CERTIFIED_SLICE,4,True,4,739,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r008,5c0d63a91e80d624c7ecc252332474f35332d6c3cbe0573ec1619b12bd06b44c,record-updates,CMXFL,CLMGO,False,SUCCEEDED,eos,108,4,9.67928203,9.629109301,False,0.73078989,CERTIFIED_SLICE,3,True,3,956,652,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r009,55a6df82dde3961f81759835bfae276523c931862a02ca1cfd1b46aa90880e31,record-lookup,CGMSA,COWPG,False,SUCCEEDED,eos,92,4,10.592842693,10.5401937,False,0.638530303,CERTIFIED_SLICE,1,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r010,f7d21727b7a1ac551503ada1a70cc47e01dad9114e80fafbd42df78ecf185536,reference-chain,CGOGG,CGOGG,True,SUCCEEDED,eos,113,4,11.717639265,11.659406993,True,0.763854666,CERTIFIED_SLICE,4,True,4,869,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r011,f9414714a0a882e5f3bbfe0c1ec4d85b46236cd47a633c1d0361c286b5e5a23a,record-updates,CZJJY,CMMZE,False,SUCCEEDED,eos,108,4,12.704698488,12.654128671,False,0.731459804,CERTIFIED_SLICE,3,True,3,739,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r012,2edb8a41bcf8186ec7813d757a2e9e08f48be987ddac039aa3ba4d7438eaab8a,record-lookup,CIZPI,CIZPI,True,SUCCEEDED,eos,92,4,13.597956489,13.536931737,True,0.635935378,CERTIFIED_SLICE,1,True,1,782,782,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r013,02cc4ead1092158e5dea302588bc1913f6ee72ff0d46f8802b197d8bc79b4119,reference-chain,CWLUU,CGBPB,False,SUCCEEDED,eos,117,4,14.750979383,14.69320347,False,0.785210535,CERTIFIED_SLICE,4,True,4,1000,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r014,86d994442cd518ba4b595516672ac17284cd91a731ff6f038a548d9201c35b43,record-updates,CLOFZ,CMGDH CLOFZ,False,SUCCEEDED,eos,109,8,15.809995452,15.66207311,False,0.835402921,CERTIFIED_SLICE,3,True,3,1000,826,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r015,fc38937ebe81b2f3569df638272c23b5c5f5efc3ef7c149f27347daaab82dc62,record-lookup,CJUIY,CJUIY,True,SUCCEEDED,eos,90,5,16.625175379,16.535286899,False,0.645628228,CERTIFIED_SLICE,1,True,1,1000,1000,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r016,67770b79fd9b58db7bb98122a15e0695bd255ff4ce43d376d481c9009a79ec7e,reference-chain,CQJBU,CEPZD CUDKE,False,SUCCEEDED,eos,118,8,17.881444883,17.72805645,False,0.892037081,CERTIFIED_SLICE,4,True,4,739,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r017,7c99aac5102a36a7e7de18b20576ee4c00f0b82e2835de1685c475fea622cbf3,record-updates,CPHYC,CGHQO,False,SUCCEEDED,eos,106,4,18.71286484,18.652883617,False,0.720447584,CERTIFIED_SLICE,3,True,3,956,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r018,ccf7f0a9ff347a8a7f1d646b566ce537f2755d19a735e6473bc6a9122368dcfe,record-lookup,CKXBG,VALUE CDVGV,False,SUCCEEDED,eos,92,5,19.644445742,19.559860131,False,0.66018612,CERTIFIED_SLICE,1,True,1,826,826,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r019,7bacad1701a17513921699b3322053c7ce5cc1153275fdc500407427e8bbb128,reference-chain,CKTCJ,CDSHO,False,SUCCEEDED,eos,111,4,20.739467885,20.677689501,False,0.750952822,CERTIFIED_SLICE,4,True,4,695,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r020,a61a524c4c3396928f3f2212ab60fe54696475d31e37554ec287871e7f6d4bcb,record-updates,CZXUB,CLVII,False,SUCCEEDED,eos,108,4,21.720330169,21.664661563,False,0.730608883,CERTIFIED_SLICE,3,True,3,826,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r021,30c6795bfe78a6eaac39778bbe11ef76e45f0a06bd8def14a4975bacdf635865,record-lookup,CLVBY,CMVBU,False,SUCCEEDED,eos,94,4,22.656840584,22.606044406,False,0.647600093,CERTIFIED_SLICE,1,True,1,260,260,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r022,f215ca4752bd112957deecde05cffa838e5af50f6f97849a4d3b3c03534d1ff8,reference-chain,CIFXN,CJMYM,False,SUCCEEDED,eos,113,5,23.78323151,23.708067864,False,0.784548415,CERTIFIED_SLICE,4,True,4,869,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r023,356ec08fa37f1ce9cbe1b9ddd190ad0d27ed7e8a5512eb0cc98cf01ff068fc31,record-updates,CPFSA,CQZSD,False,SUCCEEDED,eos,109,5,24.753891909,24.677969863,False,0.762812057,CERTIFIED_SLICE,3,True,3,956,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r024,bd154d063aedd6e9d579b9ce5ad2f405e0a9a2a8f92cf6e763b16adfa79b3ef5,record-lookup,CGFQR,CUEUC,False,SUCCEEDED,eos,92,4,25.639981584,25.578404375,False,0.636841903,CERTIFIED_SLICE,1,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r025,b6114a499486681f91910e91a0a27f692fdfdb47a060babbee309e8e97529c7e,reference-chain,CCHUC,CCHUC,True,SUCCEEDED,eos,115,4,26.775955404,26.717119461,False,0.77469153,CERTIFIED_SLICE,4,True,4,913,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r026,2ee8924f824dab005c80044f28263e99b9e3be3c2d5d56cd8861c551b1d4c9f8,record-updates,CYUPF,CQYMJ,False,SUCCEEDED,eos,114,5,27.809866083,27.7249136,False,0.789748441,CERTIFIED_SLICE,3,True,3,1000,608,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r027,b1d268ab05e808756962a64354bf35b83fcee5490d9abcc1203df381dd873c80,record-lookup,CVAQF,CVAQF,True,SUCCEEDED,eos,93,5,28.679078003,28.594662989,False,0.666100314,CERTIFIED_SLICE,1,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r028,5b1f7fc349b6ed5a4419a062800486aad7af592c28065b162763a9ea01d36a09,reference-chain,CRUVG,CAXEG,False,SUCCEEDED,eos,113,4,29.776515586,29.718929576,False,0.761799936,CERTIFIED_SLICE,4,True,4,739,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r029,d8f7112ed7a2e63da6ce3659cdf8b883785956a2ed27c60e70e05422c4d3b214,record-updates,CQAGE,COVPL,False,SUCCEEDED,eos,108,4,30.747256645,30.694039757,False,0.731534243,CERTIFIED_SLICE,3,True,3,608,347,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r030,695a3a5fb06b1388662a21189abc88c6c674058178cf96553a3ee92f8a6db40b,record-lookup,CEILG,CEILG,True,SUCCEEDED,eos,92,4,31.648926674,31.586643993,False,0.63578559,CERTIFIED_SLICE,1,True,1,565,565,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r031,340e99595f5135ae494c57e190b6b543e37fe2336302e7f3f506628f480d047f,reference-chain,CTPTF,CVODN,False,SUCCEEDED,eos,117,4,32.81329089,32.757051574,False,0.785242174,CERTIFIED_SLICE,4,True,4,782,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r032,40115334773ed43683892621c305b481eb498a3b5dc599a493f8ad2df633f990,record-updates,CCYHH,CQCXP,False,SUCCEEDED,eos,108,4,33.756068677,33.69587581,False,0.730180136,CERTIFIED_SLICE,3,True,3,956,391,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r033,e85e59061c66ea3a7a59b3f41a2e79ba45884a3195c694e259e5903d48186d15,record-lookup,CQPNL,CETSI,False,SUCCEEDED,eos,93,4,34.671648804,34.619025479,False,0.643756718,CERTIFIED_SLICE,1,True,1,434,434,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r034,ff9293477b232b0fa8297689b1551601c03e21323691711738f23c8ad4e3084f,reference-chain,CULKS,CVZQY,False,SUCCEEDED,eos,117,5,35.83817011,35.756603952,False,0.808246838,CERTIFIED_SLICE,4,True,4,652,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r035,8e2e07cc1e35bf0f6c96c66ec12e41b76ceb0d2f69b82ee013237700eddf85b9,record-updates,CGPPG,CGPPG,True,SUCCEEDED,eos,108,4,36.765035576,36.704090101,False,0.732375426,CERTIFIED_SLICE,3,True,3,869,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r036,f8b4cc6f4170877f69d3c8144aaf84dce989f9abb6b327e7e8c25c32a87b6c56,record-lookup,CWDTF,CJJWC,False,SUCCEEDED,eos,92,5,37.703074884,37.62869221,False,0.660087737,CERTIFIED_SLICE,1,True,1,782,782,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r037,6faca3132432682a75bf9395f8cb9ce0b952e775dae8e78732be9c84ad949a4a,reference-chain,CVITB,CFPAR,False,SUCCEEDED,eos,113,4,38.795208006,38.743720142,False,0.762362281,CERTIFIED_SLICE,4,True,4,608,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r038,871c59ee651293748abe21404d3bf82d8909d39203949db6d80e9b6fb201caef,record-updates,CRAQX,CRAQX,True,SUCCEEDED,eos,108,5,39.796085778,39.711485409,False,0.760630041,CERTIFIED_SLICE,3,True,3,782,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r039,67f2df4e8a57c2f367fb208c738bb31da80d40737441bb1608ca3d963e69441a,record-lookup,CKNVE,CDDJQ,False,SUCCEEDED,eos,94,5,40.718586981,40.638119916,False,0.671914272,CERTIFIED_SLICE,1,True,1,869,869,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-10d60b6b7ddf4b3ea2d330ac2407fa5f,1,candidate,r040,9002cf422d54c76fe4b4854aaac6b4a27abdcca876dd48475ba84bac72cd53e5,reference-chain,CUWMG,CUCXX,False,SUCCEEDED,eos,115,4,41.816341874,41.764938667,False,0.775924874,CERTIFIED_SLICE,4,True,4,956,608,0,24
